event_id,event_date,event_title,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_category,fatality_count,country_name,admin_division_name,source_name,source_link,latitude,longitude
130,07/19/2007 12:00:00 AM,Guwahati,Guwahati,25km,rain,medium,landslide,6,India,Assam,Saharas Samay,http://www.saharasamay.com/samayhtml/articles.aspx?newsid=80536,26.1699,91.7986
141,07/26/2007 12:00:00 AM,Singtam,Singtam,50km,rain,medium,landslide,,India,Meghālaya,thestatesman.net,http://www.thestatesman.net/page.news.php?clid=10&theme=&usrsess=1&id=164069,25.38,91.88
142,07/27/2007 12:00:00 AM,Tura,Tura,10km,rain,large,rock_fall,8,India,Meghālaya,Telegraph India,http://telegraphindia.com/1070728/asp/frontpage/story_8116912.asp,25.5212,90.232
211,08/26/2007 12:00:00 AM,Tamenglong,Tamenglong,5km,continuous_rain,medium,mudslide,1,India,Manipur,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39058&typeid=1,24.9667,93.55
212,08/26/2007 12:00:00 AM,National Highway No 44 at Sonarpur in Meghalaya,National Highway No 44 at Sonarpur in Meghalaya,unknown,rain,medium,complex,,India,Meghālaya,Newspost India.com,http://newspostindia.com/report-12963,25.5576,91.8506
213,08/26/2007 12:00:00 AM,Shillong Road at Kuliang in the Jaintia Hills,Shillong Road at Kuliang in the Jaintia Hills,unknown,rain,medium,landslide,,India,Assam,Telegraph India,http://www.telegraphindia.com/1070830/asp/northeast/story_8253906.asp,25.2946,92.8339
215,08/28/2007 12:00:00 AM,Phesema area at National Highway 39,Phesema area at National Highway 39,50km,rain,medium,landslide,1,India,Nāgāland,Newkerala,http://www.newkerala.com/july.php?action=fullnews&id=56364,25.7428,93.9136
220,08/31/2007 12:00:00 AM,"Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)","Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)",25km,rain,medium,landslide,,India,Manipur,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39138&typeid=2,25.1333,93.9667
239,09/07/2007 12:00:00 AM,eight kilometres from Chukha dzong,eight kilometres from Chukha dzong,10km,rain,medium,landslide,2,Bhutan,Chhukha,Kuensel Newspaper online,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=9050,27.0667,89.5833
247,09/08/2007 12:00:00 AM,"Lower Shajouba village near Tadubi along NH 39, Manipur ","Lower Shajouba village near Tadubi along NH 39, Manipur ",50km,rain,medium,landslide,,India,Manipur,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39218&typeid=2,25.0604,93.9877
252,09/09/2007 12:00:00 AM,"Mao in Manipur, Phipema and Chunikhudima in Nagaland","Mao in Manipur, Phipema and Chunikhudima in Nagaland",25km,rain,medium,landslide,,India,Nāgāland,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39229&typeid=2,25.4993,94.1192
253,09/10/2007 12:00:00 AM,Nabinagar in Chittagong,Nabinagar in Chittagong,5km,rain,medium,mudslide,2,Bangladesh,Chittagong,The Daily Star,http://www.thedailystar.net/story.php?nid=3742,23.8917,90.9733
254,09/10/2007 12:00:00 AM,Baling Primary School in Trongsa,Baling Primary School in Trongsa,50km,rain,medium,landslide,,Bhutan,Shemgang,Kuensel Newspaper online,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=9111,27.0971,90.4032
255,09/10/2007 12:00:00 AM,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,25km,rain,medium,landslide,,India,Manipur,e-Pao.net,http://www.e-pao.net/GP.asp?src=Snipp7..120907.sep07,24.2451,94.0691
258,09/11/2007 12:00:00 AM,"NH-39 at Imphal-Moreh section, Lokchao largest event","NH-39 at Imphal-Moreh section, Lokchao largest event",50km,rain,medium,landslide,3,India,Manipur,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39255&typeid=1,24.4279,94.0564
259,09/11/2007 12:00:00 AM,"Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya","Assam-Agartala National Highway, Sonarpur in Jayantiya hills of Meghalaya",unknown,rain,medium,landslide,,India,Meghālaya,India times,http://timesofindia.indiatimes.com/India/Flood-hit_Tripura_Mizoram_remain_cut_off_for_seventh_day/articleshow/2380211.cms,25.52,91.27
264,09/13/2007 12:00:00 AM,Guwahati,Guwahati,10km,rain,medium,landslide,,India,Assam,Saharas Samay,http://www.saharasamay.com/samayhtml/articles.aspx?newsid=84791,26.1833,91.8
285,09/29/2007 12:00:00 AM,"National Highway, 45 Aizwal (Mizoram)","National Highway, 45 Aizwal (Mizoram)",50km,rain,medium,landslide,,India,Mizoram,Newkerala,http://www.newkerala.com/oct.php?action=fullnews&id=7498,24.1293,92.6921
313,10/16/2007 12:00:00 AM,"NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland","NH-39 at Piphema,  6 km towards Dimapur from Kohima in Nagaland",5km,rain,large,landslide,,India,Nāgāland,kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39638&typeid=2,25.7055,94.0132
319,10/19/2007 12:00:00 AM,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur","Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",50km,rain,medium,landslide,,India,Nāgāland,e-Pao.net,http://www.e-pao.net/GP.asp?src=5..211007.oct07,25.4379,94.1162
322,10/21/2007 12:00:00 AM,National Highway 53 at Nungba in Tamenglong district of Manipur,National Highway 53 at Nungba in Tamenglong district of Manipur,25km,rain,medium,landslide,,India,Assam,Hmar.net,http://hmar.net/?p=1870,24.75,93.4333
545,05/20/2008 12:00:00 AM,"A Cachar District village, near village of Srinager, Assam","A Cachar District village, near village of Srinager, Assam",50km,mining,medium,mudslide,5,India,Assam,Telegraph India,http://www.telegraphindia.com/1080521/jsp/northeast/story_9297276.jsp,24.9849,92.8411
574,06/07/2008 12:00:00 AM,"Wangkha, about 90 km south of the capital, Thimphu","Wangkha, about 90 km south of the capital, Thimphu",50km,rain,medium,complex,12,Bhutan,Chhukha,in.reuters,http://in.reuters.com/article/topNews/idINIndia-33975420080609,26.7969,89.591
580,06/09/2008 12:00:00 AM,"near Kuloor church, in Manipur along National Highway","near Kuloor church, in Manipur along National Highway",unknown,monsoon,medium,landslide,,India,Manipur,daijiworld,"http://www.daijiworld.com/news/news_disp.asp?n_id=47500&n_tit=Mangalore:+Monsoon+Continues+to+Strike;+Landslide,+Houses+Collapse",24.6596,93.9784
585,06/14/2008 12:00:00 AM,"Itanagar-Naharlagun, Arunachal Pradesh","Itanagar-Naharlagun, Arunachal Pradesh",25km,rain,large,landslide,21,India,Arunāchal Pradesh,ukpress.google,http://ukpress.google.com/article/ALeqM5iM8gWKcS4OLf66hwzNMnaybAaZYA,27.0998,93.6287
587,06/15/2008 12:00:00 AM,"Lakhimpur district, Bihpuria, Assam","Lakhimpur district, Bihpuria, Assam",25km,downpour,medium,landslide,17,India,Assam,Telegraph India,http://www.telegraphindia.com/1080616/jsp/northeast/story_9416169.jsp,27.2298,94.0989
594,06/19/2008 12:00:00 AM,"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur","Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",25km,monsoon,medium,mudslide,,India,Manipur,kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=42473&typeid=2,24.9336,93.8275
678,07/30/2008 12:00:00 AM,"Hmawzizar Jade Mine in Phakant, Pha-Kant in Kachin state","Hmawzizar Jade Mine in Phakant, Pha-Kant in Kachin state",25km,downpour,large,complex,20,Myanmar [Burma],Kachin,reuters,http://www.reuters.com/article/latestCrisis/idUSBKK101112,25.606,96.275
683,08/01/2008 12:00:00 AM,"Meghalaya, Kalaphahar kills","Meghalaya, Kalaphahar kills",50km,rain,medium,landslide,,Bangladesh,Sylhet,morungexpress,http://www.morungexpress.com/regional/1752.html,24.896,91.9022
692,08/07/2008 12:00:00 AM,"National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland","National Highway-39, Dimapur-Imphal road and another under Kiphire district of Nagaland",10km,downpour,medium,landslide,,India,Nāgāland,kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=43094&typeid=1,25.705,94.04
714,08/14/2008 12:00:00 AM,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh","Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",50km,rain,medium,landslide,,India,Assam,morungexpress,http://www.morungexpress.com/regional/1615.html,27.163,94
731,08/19/2008 12:00:00 AM,"Akuk village, Wokha District, Nagaland","Akuk village, Wokha District, Nagaland",50km,downpour,medium,mudslide,4,India,Nāgāland,morungexpress,http://www.morungexpress.com/frontpage/1984.html,26.138,94.25
758,08/29/2008 12:00:00 AM,"Dangapong, Shingkhar gewog in Zhemgang","Dangapong, Shingkhar gewog in Zhemgang",50km,rain,medium,mudslide,,Bhutan,Shemgang,kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=11090,27.05,90.8
760,08/29/2008 12:00:00 AM,"Kohima, Nagaland","Kohima, Nagaland",25km,downpour,medium,complex,,India,Nāgāland,kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=43189&typeid=1,25.67,94.1066
868,10/29/2008 12:00:00 AM,"Kamrup, and Sonitpur, Assam","Kamrup, and Sonitpur, Assam",50km,downpour,medium,landslide,7,India,Assam,in.reuters,http://in.reuters.com/article/topNews/idINIndia-36198420081029,26.3333,91.25
869,10/29/2008 12:00:00 AM,North Lakhimpur ,North Lakhimpur ,50km,downpour,medium,landslide,,India,Assam,rttnews,http://www.rttnews.com/ArticleView.aspx?Id=758386&SMap=1,27.2333,94.1167
870,10/29/2008 12:00:00 AM,"West Kameng, Arunachal Pradesh","West Kameng, Arunachal Pradesh",50km,downpour,medium,mudslide,12,India,Arunāchal Pradesh,sindhtoday,http://www.sindhtoday.net/south-asia/32058.htm,27.4,92.35
1027,05/18/2009 08:00:00 AM,"Sreemangal upazila, Moulvibazer.","Sreemangal upazila, Moulvibazer.",10km,downpour,medium,mudslide,6,Bangladesh,,Headlines India,http://www.headlinesindia.com/natural-disasters/flood/darjeeling-landslide-toll-reaches-27-12747.html,24.3083,91.7333
1051,07/04/2009 12:00:00 AM,"right bank of Phakant-Lonkhin road in Phakant, Myanmar's northern Kachin state","right bank of Phakant-Lonkhin road in Phakant, Myanmar's northern Kachin state",50km,downpour,large,landslide,24,Myanmar [Burma],Kachin,alertnet,http://www.alertnet.org/thenews/newsdesk/124765104488.htm,26.026,97.3715
1084,08/12/2009 12:00:00 AM,"Upper Subansiri District, Arunanchal Pradesh","Upper Subansiri District, Arunanchal Pradesh",5km,downpour,medium,landslide,0,India,Arunāchal Pradesh,timesofindia.indiatimes,http://timesofindia.indiatimes.com/news/city/guwahati/Landslides-snap-road-links-in-Arunachal-district/articleshow/4916000.cms,27.7,92.8
1099,08/18/2009 01:00:00 PM,"Takti,(near Chukha) along Phuentsholing-Thimphu highway ","Takti,(near Chukha) along Phuentsholing-Thimphu highway ",5km,downpour,medium,landslide,1,Bhutan,Chhukha,myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=8836,27.044,89.5744
1100,08/18/2009 06:00:00 PM,Sorchen along Phuentsholing-Thimphu highway ,Sorchen along Phuentsholing-Thimphu highway ,1km,downpour,medium,landslide,0,Bhutan,Chhukha,kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=13240,26.8928,89.4497
1108,08/20/2009 12:00:00 AM,"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road","Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",10km,downpour,medium,landslide,0,India,Assam,kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=48686&typeid=2,24.9925,93.5
1109,08/20/2009 12:00:00 AM,Lumding-Badarpur section in North Cachar Hills district,Lumding-Badarpur section in North Cachar Hills district,25km,downpour,medium,landslide,0,India,Assam,prokerala,http://www.prokerala.com/news/articles/a75292.html,25.5215,93.1645
1127,08/27/2009 12:00:00 AM,between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),10km,downpour,medium,landslide,,India,Assam,prokerala,http://www.prokerala.com/news/articles/a75292.html,25.1718,93.123
1129,08/30/2009 12:00:00 AM,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur","Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",50km,downpour,medium,landslide,,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=9..070909.sep09,24.8628,94.4182
1222,10/05/2009 12:00:00 AM,"Chhinga Veng, Aizawl","Chhinga Veng, Aizawl",5km,downpour,medium,landslide,3,India,Mizoram,ptinews,http://www.ptinews.com/news/316483_Three-killed--ten-injured-in-Mizoram-landslide,23.73478778,92.72124394
1225,10/06/2009 12:00:00 AM,"20 districts, with the heaviest showers in southern Bhutan, followed by western Bhutan ","20 districts, with the heaviest showers in southern Bhutan, followed by western Bhutan ",unknown,downpour,medium,landslide,,Bhutan,Shemgang,zeenews,http://www.zeenews.com/news569539.html,27.0524,90.4997
1260,10/15/2009 12:00:00 AM,"Thimphu-Paro highway near Tamchoe drupchhu, five km from Chhuzom towards Paro","Thimphu-Paro highway near Tamchoe drupchhu, five km from Chhuzom towards Paro",5km,rain,small,mudslide,0,Bhutan,Paro,bhutanobserver,http://www.bhutanobserver.bt/2009/bhutan-news/10/massive-mudslide-blocks-highway.html,27.3144,89.545
1596,03/27/2010 08:00:00 PM,"LangthAbal Khoupum, Imphal, Manipur","LangthAbal Khoupum, Imphal, Manipur",5km,downpour,medium,mudslide,0,India,Manipur,news.oneindia,http://news.oneindia.in/2010/03/29/rainsstorm-cause-havoc-inmanipur.html,24.7339,93.9161
1611,04/01/2010 12:00:00 AM,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam","Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",25km,downpour,medium,landslide,3,India,Assam,en.apa,http://en.apa.az/news.php?id=119178,25.1553,93.028
1613,04/02/2010 11:00:00 PM,"Koloriang, Kuring Kumey district, Arunachal Pradesh","Koloriang, Kuring Kumey district, Arunachal Pradesh",1km,downpour,large,mudslide,12,India,Arunāchal Pradesh,english.peopledaily,http://english.peopledaily.com.cn/90001/90777/90852/6938742.html,27.8997,93.3497
1770,04/20/2010 12:00:00 AM,"Kharghuli, Guwahati, Assam","Kharghuli, Guwahati, Assam",1km,downpour,medium,landslide,0,India,Assam,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=apr2110/at06,26.1965,91.763
1771,04/20/2010 12:00:00 AM,"Raj Bhavan Guwahati, Assam","Raj Bhavan Guwahati, Assam",exact,downpour,medium,landslide,0,India,Assam,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=apr2110/at06,26.1978,91.7665
1775,04/21/2010 12:00:00 AM,Arunachal Pradesh ,Arunachal Pradesh ,unknown,downpour,medium,landslide,12,India,Arunāchal Pradesh,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",27.8965,96.1779
1776,04/21/2010 12:00:00 AM,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,Shillong-Jowai(Jwai)-Badarpur National Highway(NH 44) at Sunapur village in Jaintia Hills District,25km,downpour,medium,landslide,0,India,Meghālaya,hmar.in,http://hmar.in/news/landslide-blocks-nh-44-for-12-hours,25.3612,92.2845
1857,05/11/2010 09:00:00 AM,"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya","National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",25km,downpour,medium,landslide,0,India,Meghālaya,prokerala,http://www.prokerala.com/news/articles/a135422.html,25.3433,92.2897
1882,05/20/2010 12:00:00 AM,"Thimphu-Phuentsholing highway, at Takti, between Samtse and Punakha ","Thimphu-Phuentsholing highway, at Takti, between Samtse and Punakha ",50km,downpour,medium,landslide,,Bhutan,Paro,Antara News,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=15535,27.21962595,89.5187916
9681,05/21/2010 12:00:00 AM,"Thimphu-Phuentsholing highway, at Takti, between Samtse and Punakha ","Thimphu-Phuentsholing highway, at Takti, between Samtse and Punakha ",50km,downpour,medium,landslide,,Bhutan,Paro,Antara News,http://www.antara.co.id/en/news/1274440013/landslides-again-hit-garut,27.21898773,89.5187916
1930,05/31/2010 12:00:00 AM,"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ","Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",50km,downpour,medium,landslide,0,India,Arunāchal Pradesh,indianexpress,http://www.indianexpress.com/news/N-E-border-dist-cut-off-by-landslides--runs-out-of-supplies/627610,28.4298,95.8776
1934,06/03/2010 05:00:00 AM,Rongpur village under Bhairabhnagar panchayat in Karimganj district,Rongpur village under Bhairabhnagar panchayat in Karimganj district,25km,downpour,medium,landslide,2,India,Assam,Telegraph India,http://www.telegraphindia.com/1100605/jsp/northeast/story_12529386.jsp,24.6005,92.3814
1935,06/03/2010 12:00:00 AM,"atharamura hills, Highway 44, Tripura","atharamura hills, Highway 44, Tripura",5km,downpour,medium,landslide,0,India,Tripura,Telegraph India,http://www.telegraphindia.com/1100605/jsp/northeast/story_12529386.jsp,23.8986,91.7599
1954,06/07/2010 12:00:00 AM,"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur","Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",50km,rain,medium,landslide,0,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=3..100610.jun10,24.7543,93.5039
1961,06/09/2010 02:15:00 PM,"Ishok Chingphu(?), Bishnupur, Assam","Ishok Chingphu(?), Bishnupur, Assam",50km,downpour,medium,landslide,0,India,Meghālaya,e-pao.net,http://e-pao.net/GP.asp?src=Snipp3..100610.jun10,25.8833,91.2
1986,06/15/2010 12:00:00 AM,"Fazl Ali College, Mokokchung, Nagaland","Fazl Ali College, Mokokchung, Nagaland",1km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/50451.html,26.3335,94.5512
1987,06/15/2010 12:00:00 AM,"rails between Mahur and Wadringdisa(?), Assam","rails between Mahur and Wadringdisa(?), Assam",25km,downpour,medium,landslide,0,India,Assam,ptinews,http://www.ptinews.com/news/721800_Landslides--blockade-hit-trains-services-in-NC-Hills,25.2269,93.1658
1994,06/16/2010 12:00:00 AM,"rails between Jatinga and Longrangjao(?), Assam","rails between Jatinga and Longrangjao(?), Assam",25km,downpour,medium,landslide,0,India,Assam,ptinews,http://www.ptinews.com/news/721800_Landslides--blockade-hit-trains-services-in-NC-Hills,25.0633,92.8025
1996,06/17/2010 07:30:00 PM,"Shayoung Ward(?), Longleng, Nagaland","Shayoung Ward(?), Longleng, Nagaland",25km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/50546.html,26.4333,94.8833
2025,06/28/2010 12:00:00 AM,"Police CID complex(?), Shillong, Meghalaya","Police CID complex(?), Shillong, Meghalaya",5km,downpour,medium,landslide,1,India,Meghālaya,hindustantimes,http://www.hindustantimes.com/Girl-dies-in-landslide-flash-flood-wrecks-havoc-in-Meghalaya/Article1-564450.aspx,25.5728,91.885
2026,06/28/2010 12:00:00 AM,"Borsorsa(?), West Khasi Hills, Meghalaya","Borsorsa(?), West Khasi Hills, Meghalaya",50km,downpour,medium,landslide,0,India,Meghālaya,neinews,http://www.neinews.com/girl-dies-5-injured-in-city-l2-missing-trucks-trapped-in-borsora.html,25.4916,91.2698
2042,07/06/2010 12:00:00 AM,"Zunheboto, Nagaland","Zunheboto, Nagaland",5km,monsoon,medium,mudslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/51540.html,26.0093,94.5238
2043,07/06/2010 12:00:00 AM,"Mon, Nagaland","Mon, Nagaland",5km,monsoon,medium,mudslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/51540.html,26.7225,95.0281
2044,07/06/2010 12:00:00 AM,"Kiphire,  Nagaland","Kiphire,  Nagaland",5km,monsoon,medium,mudslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/51540.html,25.8877,94.7861
2045,07/06/2010 12:00:00 AM,"Tuensang, Nagaland","Tuensang, Nagaland",5km,monsoon,medium,mudslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/local/51540.html,26.2363,94.8133
2067,07/13/2010 12:00:00 AM,"near Takti, Thimphu-Phuentsholing highway","near Takti, Thimphu-Phuentsholing highway",25km,downpour,medium,complex,0,Bhutan,Paro,Google News,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16068,27.21782272,89.51924545
2084,07/15/2010 12:00:00 AM,"road between Hsaidaung(?) and Hpakant, Kachin","road between Hsaidaung(?) and Hpakant, Kachin",25km,downpour,medium,landslide,0,Myanmar [Burma],Kachin,dvb,http://www.dvb.no/news/flooding-adds-to-kachin-state%E2%80%99s-woes/10780,25.6167,96.3167
2098,07/19/2010 06:00:00 AM,"Jahjon ward(?), Mon town, Nagaland","Jahjon ward(?), Mon town, Nagaland",5km,downpour,medium,landslide,0,India,Nāgāland,nagalandpost,http://www.nagalandpost.com/ShowStory.aspx?npoststoryiden=UzEwMjg4MDU%3D-2pMJ7cwWh98%3D,26.7215,95.0283
2106,07/20/2010 12:00:00 AM,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland","road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",25km,downpour,medium,landslide,0,India,Nāgāland,nagalandpost,http://www.nagalandpost.com/ShowStory.aspx?npoststoryiden=UzEwMjg5OTY%3D-LvoR7D2GhjI%3D,26.8716,94.9921
2109,07/21/2010 12:00:00 AM,Sunkosh-Dagana rd,Sunkosh-Dagana rd,25km,downpour,medium,landslide,0,Bhutan,Daga,kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16186,27.0502,89.9442
2110,07/21/2010 02:00:00 AM,"Phuntsholing : 22 July, 2010 - Three people have been killed and five others injured in Pasakha and Phuentsholing by landslides and heavy rains, whic*",,10km,downpour,medium,landslide,3,Bhutan,Chhukha,kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16168,26.8599,89.3943
2116,07/22/2010 12:00:00 AM,Phuentsholing-Thimphu highway,Phuentsholing-Thimphu highway,10km,downpour,medium,landslide,0,Bhutan,Chhukha,kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=15535,27.0674,89.5615
2117,07/22/2010 12:00:00 AM,Punakha-Gasa rd,Punakha-Gasa rd,50km,downpour,medium,landslide,0,Bhutan,Gasa,kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=16186,27.8122,89.9019
2140,07/25/2010 12:00:00 AM,"road between Halfong and Redzol(?) or Silchar, Assam","road between Halfong and Redzol(?) or Silchar, Assam",25km,downpour,medium,landslide,0,India,Assam,Telegraph India,http://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp,25.0477,92.801
2163,07/29/2010 12:00:00 AM,"Maram area in Senapati district, National Highway 39","Maram area in Senapati district, National Highway 39",5km,downpour,medium,landslide,0,India,Nāgāland,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3110/oth05,25.4196,94.1054
2164,07/29/2010 11:00:00 PM,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25km,downpour,medium,landslide,0,India,Manipur,E-Pao,http://www.e-pao.net/GP.asp?src=28..210810.aug10,25.3098633,94.48214677
2166,07/29/2010 12:00:00 AM,"Highway 53 at Tupul, Tamenglong district","Highway 53 at Tupul, Tamenglong district",10km,downpour,medium,landslide,0,India,Assam,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",24.9786,93.5027
2182,07/31/2010 09:00:00 AM,Dimapur-Imphal highway (NH 39) near Manipur,Dimapur-Imphal highway (NH 39) near Manipur,25km,rain,medium,landslide,0,India,Manipur,youtube,http://www.youtube.com/watch?v=jHTtW2WaJGw,24.9356,93.8443
2205,08/06/2010 12:00:00 AM,"Dawrpui Vengthar cemetary, Aizwal, Mizoram","Dawrpui Vengthar cemetary, Aizwal, Mizoram",1km,downpour,medium,landslide,0,India,Mizoram,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",23.7365,92.7146
2243,08/13/2010 12:00:00 AM,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland","NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",5km,downpour,medium,landslide,0,India,Nāgāland,E-PAO,http://www.e-pao.net/GP.asp?src=21..210810.aug10,25.70223725,94.04619681
2247,08/14/2010 12:00:00 AM,"Tuensang-Shamatore(Sampurre) rd, Nagaland","Tuensang-Shamatore(Sampurre) rd, Nagaland",10km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/frontpage/53726.html,26.148,94.8422
2248,08/14/2010 12:00:00 AM,"Noklak-Tuensang road, Nagaland","Noklak-Tuensang road, Nagaland",25km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/frontpage/53726.html,26.222,94.9152
2249,08/14/2010 12:00:00 AM,"Kiphire-Tuensang rd, Nagaland","Kiphire-Tuensang rd, Nagaland",25km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/frontpage/53726.html,26.0814,94.803
2253,08/15/2010 11:00:00 PM,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25km,downpour,medium,landslide,0,India,Manipur,e-pao,http://www.e-pao.net/GP.asp?src=28..210810.aug10,25.31006064,94.48265093
2263,08/17/2010 12:00:00 AM,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland","Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",25km,downpour,medium,landslide,0,India,Nāgāland,morungexpress,http://www.morungexpress.com/frontpage/53726.html,26.2753,94.6654
2281,08/19/2010 06:00:00 PM,"Kisima, Nagaland","Kisima, Nagaland",5km,downpour,medium,landslide,,India,Nāgāland,E-PAO,http://www.indiablooms.com/EnvironmentDetailsPage/environmentDetails190810a.php,25.61560252,94.11603493
2282,08/19/2010 06:30:00 AM,"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland","Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",1km,downpour,medium,landslide,0,India,Nāgāland,indiablooms,http://www.indiablooms.com/EnvironmentDetailsPage/environmentDetails190810a.php,26.1984,94.8158
2283,08/19/2010 12:00:00 AM,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",5km,downpour,medium,mudslide,0,India,Manipur,e-pao.net,http://e-pao.net/GP.asp?src=21..210810.aug10,24.8961,93.4957
